task_category,task_name,prompt,prediction,target,is_correct
Reasoning Primitive,var_assign_depth_1_math,"et u = g. Let t = g. Let d = j. What is u?
Answer:...","10

The problem is to find",89,False
Reasoning Primitive,var_assign_depth_1_math,"t u = 7. Let o = 23. Let t = y. What is l?
Answer:...","23

The problem is to find",61,False
Reasoning Primitive,var_assign_depth_1_math," c = 65. Let i = s. Let s = 97. What is i?
Answer:...","97

The problem is to find",97,False
Reasoning Primitive,var_assign_depth_1_math," b = r. Let k = 46. Let o = 29. What is q?
Answer:...","46

The problem is to find",29,False
Reasoning Primitive,var_assign_depth_1_math," f = 88. Let u = a. Let a = 92. What is v?
Answer:...","92

The problem is to find",92,False
Reasoning Primitive,var_assign_depth_1_math,"et f = z. Let u = z. Let v = n. What is u?
Answer:...","12

In the

A",61,False
Reasoning Primitive,var_assign_depth_1_math,"t h = i. Let m = 29. Let q = i. What is q?
Answer:...","29

In the

-",1,False
Reasoning Primitive,var_assign_depth_1_math,"t v = 36. Let k = t. Let n = r. What is o?
Answer:...","36

The problem is:",83,False
Reasoning Primitive,var_assign_depth_1_math,"t x = h. Let e = c. Let c = 95. What is e?
Answer:...","95

The problem is to find",95,False
Reasoning Primitive,var_assign_depth_1_math,"t o = q. Let m = 9. Let q = 28. What is w?
Answer:...","28

The problem is:",28,False
Reasoning Primitive,var_assign_depth_1_math,"t k = d. Let m = b. Let d = 61. What is e?
Answer:...","61

Which is the",61,False
Reasoning Primitive,var_assign_depth_1_math,"t c = j. Let q = j. Let j = 81. What is b?
Answer:...","81

In the

A",81,False
Reasoning Primitive,var_assign_depth_1_math," q = f. Let r = 69. Let w = 55. What is q?
Answer:...","55

In the

A",77,False
Reasoning Primitive,var_assign_depth_1_math," w = 34. Let s = 44. Let o = s. What is o?
Answer:...","44

In a 10",44,False
Reasoning Primitive,var_assign_depth_1_math,"t v = t. Let a = 14. Let h = c. What is n?
Answer:...","14

In the

-",12,False
Reasoning Primitive,var_assign_depth_1_math," b = 57. Let y = 47. Let h = b. What is x?
Answer:...","47

The problem is to find",47,False
Reasoning Primitive,var_assign_depth_1_math," y = 92. Let h = o. Let n = 48. What is a?
Answer:...","48

The problem is to find",70,False
Reasoning Primitive,var_assign_depth_1_math,"t k = 30. Let t = s. Let w = s. What is w?
Answer:...","30

The problem is to find",71,False
Reasoning Primitive,var_assign_depth_1_math,"t y = i. Let n = 83. Let r = p. What is y?
Answer:...","83

The problem is:",28,False
Reasoning Primitive,var_assign_depth_1_math,"t r = j. Let j = 16. Let k = v. What is k?
Answer:...","16

In the

-",16,False
Reasoning Primitive,var_assign_depth_1_math,"t p = 74. Let o = 2. Let t = o. What is f?
Answer:...","16

In the

A",2,False
Reasoning Primitive,var_assign_depth_1_math,"t a = y. Let u = b. Let y = 49. What is a?
Answer:...","49

The problem is:",49,False
Reasoning Primitive,var_assign_depth_1_math,"t j = 88. Let r = b. Let y = b. What is k?
Answer:...","88

The problem is to find",12,False
Reasoning Primitive,var_assign_depth_1_math,"t s = p. Let j = 29. Let g = j. What is s?
Answer:...","29

In the

A",36,False
Reasoning Primitive,var_assign_depth_1_math," q = i. Let p = 52. Let r = 56. What is f?
Answer:...","56

The problem is to find",56,False
Reasoning Primitive,var_assign_depth_1_math,"t i = 29. Let n = i. Let d = i. What is m?
Answer:...","29

In the

A",17,False
Reasoning Primitive,var_assign_depth_1_math,"et h = z. Let j = k. Let r = 7. What is j?
Answer:...","7

In the

-",5,False
Reasoning Primitive,var_assign_depth_1_math,"t h = y. Let q = g. Let g = 11. What is h?
Answer:...","11

In the

-",62,False
Reasoning Primitive,var_assign_depth_1_math,"t c = q. Let q = 81. Let p = q. What is c?
Answer:...","92

If 100",81,False
Reasoning Primitive,var_assign_depth_1_math,"t l = c. Let g = 23. Let x = c. What is b?
Answer:...","23

The problem is to find",88,False
Reasoning Primitive,var_assign_depth_1_math,"t y = h. Let h = 68. Let o = h. What is m?
Answer:...","68

The problem is:",46,False
Reasoning Primitive,var_assign_depth_1_math,"t m = o. Let d = h. Let v = 55. What is k?
Answer:...","55

The problem is to find",32,False
Reasoning Primitive,var_assign_depth_1_math,"t k = 83. Let n = h. Let z = h. What is w?
Answer:...","83

The problem is to find",65,False
Reasoning Primitive,var_assign_depth_1_math,"t j = m. Let m = 57. Let p = z. What is p?
Answer:...","57

The problem is to find",49,False
Reasoning Primitive,var_assign_depth_1_math," n = g. Let j = 17. Let g = 24. What is n?
Answer:...","24

In the

-",24,False
Reasoning Primitive,var_assign_depth_1_math,"t x = 27. Let b = x. Let v = x. What is v?
Answer:...","27

In a 10",27,False
Reasoning Primitive,var_assign_depth_1_math," j = c. Let v = 37. Let c = 25. What is j?
Answer:...","25

In the

A",25,False
Reasoning Primitive,var_assign_depth_1_math,"t y = 32. Let l = 1. Let b = y. What is d?
Answer:...","17

The problem is to find",58,False
Reasoning Primitive,var_assign_depth_1_math,"t f = 7. Let z = f. Let h = 44. What is z?
Answer:...","44

The problem is to find",7,False
Reasoning Primitive,var_assign_depth_1_math,"t j = v. Let i = v. Let h = 11. What is j?
Answer:...","11

In the

-",33,False
Reasoning Primitive,var_assign_depth_1_equation,"= b. t := 72. h := 65. b := 13. x := t. n?
Answer:...","1.

The average of the",13,False
Reasoning Primitive,var_assign_depth_1_equation,":= d. d := 53. l := r. y := r. r := 46. l?
Answer:...","46.

The average of the",46,False
Reasoning Primitive,var_assign_depth_1_equation,":= w. b := 31. t := c. v := b. c := 50. t?
Answer:...","74.

But the",50,False
Reasoning Primitive,var_assign_depth_1_equation,":= 23. l := r. j := 81. d := a. w := j. d?
Answer:...","78.

But the",78,False
Reasoning Primitive,var_assign_depth_1_equation,":= y. r := 89. e := y. c := y. y := 64. q?
Answer:...","13.

So, the",64,False
Reasoning Primitive,var_assign_depth_1_equation," := 88. t := m. k := y. h := m. i := y. k?
Answer:...","46.

But the",88,False
Reasoning Primitive,var_assign_depth_1_equation,"= 52. p := o. l := q. q := 75. d := 48. l?
Answer:...","50.

So, the",75,False
Reasoning Primitive,var_assign_depth_1_equation,":= s. n := c. a := 41. e := s. s := 42. n?
Answer:...","42.

But the",12,False
Reasoning Primitive,var_assign_depth_1_equation,":= 85. f := 24. u := d. g := d. y := f. u?
Answer:...","28.

But the",85,False
Reasoning Primitive,var_assign_depth_1_equation,":= q. z := p. q := 17. p := 94. b := p. b?
Answer:...","44.

So, the",94,False
Reasoning Primitive,var_assign_depth_1_equation,":= r. s := t. r := 44. m := q. w := 52. v?
Answer:...","44.

So, the",44,False
Reasoning Primitive,var_assign_depth_1_equation,":= n. b := 88. h := n. d := n. n := 54. d?
Answer:...","84.

But the",54,False
Reasoning Primitive,var_assign_depth_1_equation," := 80. e := j. j := 2. z := j. d := j. z?
Answer:...","64.

But the",2,False
Reasoning Primitive,var_assign_depth_1_equation,":= 81. p := o. m := o. b := o. j := 14. m?
Answer:...","14.

So, the",81,False
Reasoning Primitive,var_assign_depth_1_equation,":= 99. j := 24. h := w. c := w. e := a. h?
Answer:...","99.

So, the",74,False
Reasoning Primitive,var_assign_depth_1_equation," := z. c := b. z := 7. b := 28. n := b. n?
Answer:...","50.

But the",28,False
Reasoning Primitive,var_assign_depth_1_equation,":= 15. m := i. y := 98. t := i. o := y. t?
Answer:...","78.

So, the",15,False
Reasoning Primitive,var_assign_depth_1_equation,":= y. y := 82. w := t. t := 81. p := z. e?
Answer:...","81.

But the",94,False
Reasoning Primitive,var_assign_depth_1_equation,":= 36. a := 31. g := a. x := b. y := a. x?
Answer:...","36.

But the",36,False
Reasoning Primitive,var_assign_depth_1_equation,":= u. u := 79. y := 26. i := u. t := y. v?
Answer:...","74.

But the",79,False
Reasoning Primitive,var_assign_depth_1_equation,":= 67. e := a. v := 11. u := v. l := a. l?
Answer:...","8

.

.",67,False
Reasoning Primitive,var_assign_depth_1_equation,":= r. e := b. y := b. r := 17. b := 99. y?
Answer:...","15.

So

.",99,False
Reasoning Primitive,var_assign_depth_1_equation," := a. q := w. w := 61. g := h. a := 1. g?
Answer:...","1.

But the

```",54,False
Reasoning Primitive,var_assign_depth_1_equation,":= 77. t := k. p := b. b := 85. y := k. t?
Answer:...","69

.

So,",77,False
Reasoning Primitive,var_assign_depth_1_equation,":= c. z := 64. i := c. c := 69. l := c. l?
Answer:...","15

.

So,",69,False
Reasoning Primitive,var_assign_depth_1_equation,":= y. s := 89. v := 45. r := y. y := 4. f?
Answer:...","88.

But the",4,False
Reasoning Primitive,var_assign_depth_1_equation,"= 52. m := 88. p := y. v := 84. z := m. k?
Answer:...","84.

But the",88,False
Reasoning Primitive,var_assign_depth_1_equation,":= g. k := 66. v := k. g := 77. l := z. l?
Answer:...","77.

The average of the",62,False
Reasoning Primitive,var_assign_depth_1_equation,"= a. u := 49. a := 11. p := 85. i := a. g?
Answer:...","11.

But the",49,False
Reasoning Primitive,var_assign_depth_1_equation," := 2. e := k. k := 75. l := x. p := q. l?
Answer:...","46.

But the",50,False
Reasoning Primitive,var_assign_depth_1_equation,"= c. e := p. p := 64. i := 53. c := 45. a?
Answer:...","54.

So, the",45,False
Reasoning Primitive,var_assign_depth_1_equation," := 27. v := o. y := b. b := 2. m := o. m?
Answer:...","27.

The average of the",27,False
Reasoning Primitive,var_assign_depth_1_equation," := x. n := x. z := 98. g := i. i := 1. n?
Answer:...","1.

But the

```",51,False
Reasoning Primitive,var_assign_depth_1_equation," := 50. o := y. u := y. p := n. k := q. k?
Answer:...","51.

So, the",44,False
Reasoning Primitive,var_assign_depth_1_equation,":= y. c := y. u := i. y := 95. a := 51. c?
Answer:...","51.

So, the",95,False
Reasoning Primitive,var_assign_depth_1_equation,":= 14. q := w. e := r. r := 99. n := w. e?
Answer:...","69.

But the",99,False
Reasoning Primitive,var_assign_depth_1_equation,"= 78. k := c. t := 64. z := 17. d := z. r?
Answer:...","46.

The average of the",64,False
Reasoning Primitive,var_assign_depth_1_equation,":= 50. t := u. r := g. g := 40. w := u. r?
Answer:...","40.

The average of the",40,False
Reasoning Primitive,var_assign_depth_1_equation,":= 16. l := w. o := p. j := 39. e := j. l?
Answer:...","44.

So, the",74,False
Reasoning Primitive,var_assign_depth_1_equation,":= l. y := l. e := l. d := 74. l := 15. q?
Answer:...","15.

But the",15,False
Reasoning Primitive,var_assign_depth_1_equation," := 5. a := v. b := 88. g := b. f := v. g?
Answer:...","46.

But the",88,False
Reasoning Primitive,var_assign_depth_1_equation,"= 20. z := 41. g := 30. t := z. u := g. u?
Answer:...","15.

So

.",30,False
Reasoning Primitive,var_assign_depth_1_equation,":= 17. n := y. m := q. o := y. y := 75. o?
Answer:...","46.

So, the",75,False
Reasoning Primitive,var_assign_depth_1_equation,"= n. b := p. n := 45. k := 25. p := 11. y?
Answer:...","45.

So, the",11,False
Reasoning Primitive,var_assign_depth_1_equation,":= l. s := 44. l := 53. v := s. w := s. w?
Answer:...","53.

The average of the",44,False
Reasoning Primitive,var_assign_depth_1_equation,"= 14. e := 65. f := p. g := e. p := 33. f?
Answer:...","50.

So, the",33,False
Reasoning Primitive,var_assign_depth_1_equation," := 20. j := 4. p := o. b := 8. q := o. h?
Answer:...","4.

But the

```",8,False
Reasoning Primitive,var_assign_depth_1_equation,":= 21. t := k. q := j. m := j. j := 84. q?
Answer:...","11.

So, the",84,False
Reasoning Primitive,var_assign_depth_1_equation,":= i. i := 80. s := 35. d := i. k := s. d?
Answer:...","85.

But the",80,False
Reasoning Primitive,var_assign_depth_1_equation,":= u. e := 72. t := u. y := u. u := 99. t?
Answer:...","100.

But the",99,False
